"Category","Occurrence","Action item","Subject","Group","Description","Documentation references","Recommended action","Filtered","Estimated complexity"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 700:709","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 761:764","1700","GRAPH_PARTITION.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.STMT","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 815:818","1700","GRAPH_PARTITION.V_NO","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.V_NO","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 820:827","1700","GRAPH_PARTITION.MAX_V_NO","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MAX_V_NO","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 925:931","1700","GRAPH_PARTITION.P_LEVEL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_LEVEL","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 947:1079","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 988:991","1700","GRAPH_PARTITION.V_NO","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.V_NO","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1013:1022","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1071:1078","1700","GRAPH_PARTITION.MAX_V_NO","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MAX_V_NO","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1120:1126","1700","GRAPH_PARTITION.MAX_PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MAX_PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1170:1176","1700","GRAPH_PARTITION.MIN_PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MIN_PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1182:1356","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1227:1236","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1269:1275","1700","GRAPH_PARTITION.P_LEVEL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_LEVEL","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1312:1318","1700","GRAPH_PARTITION.MIN_PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MIN_PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1349:1355","1700","GRAPH_PARTITION.MAX_PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MAX_PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1362:1494","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1405:1411","1700","GRAPH_PARTITION.P_LEVEL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_LEVEL","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1467:1473","1700","GRAPH_PARTITION.P_LEVEL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_LEVEL","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1485:1493","1700","GRAPH_PARTITION.SHOW_TIME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.SHOW_TIME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1509:1515","1700","GRAPH_PARTITION.MIN_PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MIN_PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1518:1524","1700","GRAPH_PARTITION.MAX_PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MAX_PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1547:1553","1700","GRAPH_PARTITION.P_LEVEL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_LEVEL","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1611:1611","1700","I","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: I","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1627:1716","1700","MDSYS.SDO_ROUTER_PARTITION.NEW_PARTITION_PROC(VARCHAR2,NUMBER,NUMBER,BOOLEAN,NUMBER)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.NEW_PARTITION_PROC(VARCHAR2,NUMBER,NUMBER,BOOLEAN,NUMBER)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1667:1676","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1680:1687","1700","GRAPH_PARTITION.MAX_V_NO","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MAX_V_NO","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1690:1692","1700","GRAPH_PARTITION.PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1695:1704","1700","GRAPH_PARTITION.MAKE_EQUAL","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.MAKE_EQUAL","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1707:1715","1700","GRAPH_PARTITION.P_COUNTER","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_COUNTER","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1734:1736","1700","GRAPH_PARTITION.PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1764:1868","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1803:1812","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1839:1839","1700","I","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: I","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1865:1867","1700","GRAPH_PARTITION.PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1923:2100","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1970:1970","1700","I","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: I","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 1995:1995","1700","I","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: I","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2053:2058","1700","GRAPH_PARTITION.P_DATE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_DATE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2091:2099","1700","GRAPH_PARTITION.SHOW_TIME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.SHOW_TIME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2196:2256","1700","MDSYS.SDO_ROUTER_PARTITION.ADJUST_FINAL_PID(VARCHAR2)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.ADJUST_FINAL_PID(VARCHAR2)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2245:2254","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2262:2321","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2311:2320","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2357:2452","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2405:2407","1700","GRAPH_PARTITION.PID","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.PID","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2430:2439","1700","GRAPH_PARTITION.P_TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: GRAPH_PARTITION.P_TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.GRAPH_PARTITION: 2458:2477","1700","MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MDSYS.SDO_ROUTER_PARTITION.LOG_MESSAGE(VARCHAR2,BOOLEAN)","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.LOG_MESSAGE: 113:125","1700","SDO_ROUTER_PARTITION.PART_LOG_FILE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ROUTER_PARTITION.PART_LOG_FILE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.LOG_MESSAGE: 174:182","1700","LOG_MESSAGE.SHOW_TIME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: LOG_MESSAGE.SHOW_TIME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.LOG_MESSAGE: 214:226","1700","SDO_ROUTER_PARTITION.PART_LOG_FILE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ROUTER_PARTITION.PART_LOG_FILE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.LOG_MESSAGE: 309:321","1700","SDO_ROUTER_PARTITION.PART_LOG_FILE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ROUTER_PARTITION.PART_LOG_FILE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.LOG_MESSAGE: 324:330","1700","LOG_MESSAGE.MESSAGE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: LOG_MESSAGE.MESSAGE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.LOG_MESSAGE: 352:364","1700","SDO_ROUTER_PARTITION.PART_LOG_FILE","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: SDO_ROUTER_PARTITION.PART_LOG_FILE","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.MAKE_PARTITION_EQUAL: 495:502","1700","MAKE_PARTITION_EQUAL.TAB_NAME","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MAKE_PARTITION_EQUAL.TAB_NAME","null","Try to replace the reference to the object manually.","","Simple"
"Package procedure","Schemas.MDSYS.Packages.SDO_ROUTER_PARTITION.Private procedures.MAKE_PARTITION_EQUAL: 545:548","1700","MAKE_PARTITION_EQUAL.STMT","Unsupported Built-in Object","AWS RDS does not support Oracle built-in object: MAKE_PARTITION_EQUAL.STMT","null","Try to replace the reference to the object manually.","","Simple"
